,text,character
13405,"What do you know about this,Marshall?",Lily
13406,Why would Barney have a notebook full of information about me?,Robin
13407,Well...</p><h,Marshall
13408,Welcome to Robin 101.</p><h,Ted
13409,Why is Ted teaching a class about me? It all started a few weeks ago.,Robin
13410,...rather than rolling around next to some eyeliner in Robin's purse. Stinson out!,Barney
13411,"Stinson back in. Say, hypothetically, I did want to change who I am to become a better boyfriend to Robin, which I do not! What kind of changes are we talking about?",Barney
13412,"Why, I mean, there's just so much you need to know about her. Okay, for starters, don't ever cry in front her.",Ted
13413,Okay.,Barney
13414,"And whatever you do, don't cry in front of her four times.",Ted
13415,"Hey, guys. What you talking about?",Robin
13416,"They realized they couldn't talk about this stuff at the bar, and since you live with Ted, they had to find someplace safe. So... Ted's classroom.</p><h",Marshall
13417,"&quot;How To Date Robin Scherbatsky.&quot; Lesson one. Now, even though she puts up a tough exterior, what Robin really wants, deep down...",Ted
13418,I'm bored.,Barney
13419,You said you wanted my help.,Ted
13420,Can we draw boobs on the chalkboard?,Barney
13421,We did that ready.,Ted
13422,"No, like, really big boobs.",Barney
13423,"No. Look, I need this, too. I've only been a professor a few weeks. Being up here, it's, it's good practice for me.",Ted
13424,Can we have class outside?,Barney
13425,No! What Robin really wants deep down...,Ted
13426,Barney!,Ted
13427,What? I'm tweeting about you. You should be flattered. How do you spell blah-blah-blah- &quot;H's&quot; or no?,Barney
13428,"Wow, you were just, like, the worst student in the world, weren't you?",Ted
13429,They said I had A-D... something. Can we have class outside?,Barney
13430,"Barney, I'm only gonna say this once, so listen up. I love you and I love Robin. And I want to make this work. So if you give me a few weeks of attention, I could give you a lifetime of happiness. Can you do that for me?",Ted
13431,Do you think I should get Sports Illustrated for 70% off the cover price? Can we have class outside? I got to find a way to reach this kid.,Barney
13432,(reading) &quot;Class number two.&quot;,Lily
13433,&quot;Top Ten Robin Scherbatsky Facial Expressions and Their Meaning.&quot;,Robin
13434,"Now, notice the vacant eyes, the pale, queasy expression, suggesting nausea. What do these mean?",Ted
13435,You guys just had sex? Oh! Wasn't me.,Barney
13436,"Dude! I worked really hard on these slides, okay? Can we just...",Ted
13437,Okay.,Barney
13438,"This look is hunger. If you ever see Robin looking like this, get some food in her quick,or one of two things will happen. One: weird, out-of-context laughter. (changing the photo) Or two: spontaneously falling to sleep in strange places. But the most important facial expression of all?",Ted
13439,That's a building.,Barney
13440,Oh... (chuckling) That's for my class. TheFlatironBuilding. Fun story about it. It was designed byChicago's Daniel Burnham in the beaux arts style; this architectural gem...,Ted
13441,Dude!,Barney
13442,Right. The most important facial expression of all.,Ted
13443,Whoa...,Barney
13444,"Flared nostril ridges. Wide, unblinking eyes. If you ever, ever see this face, Barney, run. And don't take a picture of it. She will punch you. And you will cry... for the third time... that night. Which brings us to an important point: defusing the b*mb.",Ted
13445,&quot;Defusing the b*mb&quot;? What does that even mean?,Robin
13446,(reading) &quot;Three Topics To Distract Robin From Being Mad At You.&quot;,Lily
13447,"&quot;Distract&quot; me? Oh, that is so condescending. These guys are really starting to piss me off!",Robin
13448,"&quot;Immediately switch the conversation To one of the following, &quot;unless you want Robin to start throwing her shoes.&quot;",Lily
13449,One. &quot;Vancouver Canucks 2004 Division Title.&quot;,Ted
13450,"What?! That's not distracting. That's just talking about the story of a scrappy little underdog team that prevailed despite very shaky goal ending and, frankly, the declining k*ll of Trevor Linden.",Robin
13451,Two: &quot;Proper g*n Cleaning and Maintenance.&quot;,Ted
13452,"You have to clean your g*n. My uncle had a filthy old g*n, blew both his thumbs off trying to sh**t a beaver. You want to distract someone, make them watch my uncle try to eat corn on the cob.",Robin
13453,Three: &quot;Emperor Penguins.&quot;,Ted
13454,"Did you know that before intercourse, the male and female emperor penguins bow to each other? Mr. Penguin (bowing). Mrs. Penguin (boxing). Oh, God, silly penguins, acting all fancy. ( she laugs) What were we talking about?",Robin
13455,"Neither can you, sweetie.",Lily
13456,"Well, he doesn't know that, baby! God!",Marshall
13457,Ted's only teaching Barney horrible things about me.,Robin
13458,I don't know. Check this out. This is actually kind of sweet.,Lily
13459,"Now, we all know Robin's not what you'd call &quot;touchy-feely.&quot; She doesn't say, &quot;I love you,&quot; like a normal person. Instead, she'll laugh, shake her head, give you a little smile and say, &quot;You're an idiot.&quot;",Ted
13460,&quot;You're an idiot&quot;?,Barney
13461,"Yup. If she tells you you're an idiot, you're a lucky man. And if she does say &quot;I love you,&quot; she's already broken up with you in her mind.",Ted
13462,I think 's nice that Ted knows you that well.,Lily
13463,"Ah, well, too bad it's next to a page entitled...",Robin
13464,&quot;Robin Scherbatsky's Surprising Erogenous Zones.&quot; Right knee-- ticklish. Left knee...,Ted
13465,Does lefty like that?,Ted
13466,"Oh, yeah...lefty like that.",Ted
13467,"I can't believe I'm taking sexual advice from Ted Mosby. That's like taking fashion advice from... well, Ted Mosby.",Barney
13468,"Oh, here's a good one. &quot;Top Five Things Never to Do Around Robin.&quot;",Lily
13469,"Three: &quot;Never, ever play the 'Guess Who' game with her.&quot;",Ted
13470,What do you mean?,Barney
13471,(arriving behind Robin and putting his hands over her eyes) Guess who?,Ted
13472,(afraid) It's me! It's me! It's me!,Ted
13473,"Number four: &quot;Unless you want to see it 80 times a day, for the next month, never show Robin a YouTube clip of an animal playing a musical instrument.&quot;",Ted
13474,Barney! Do you have a problem with this class?,Ted
13475,"Yeah, it's boring as hell and I'm not learning anything.",Barney
13476,"Uh, well, maybe the problem is your attitude. You're not listening to a word I say.",Ted
13477,"Uh-huh. Uh, can you hear this, Professor? (showing is thumb down) Or should I turn it up for you? (he turns it up).",Barney
13478,"Oh, you think you're not learning anything, huh? Okay. Pop quiz.",Ted
13479,What...,Barney
13480,"When Robin's PMS-ing, what kind of chocolate should you get her?",Ted
13481,Trick question. Get her butterscotch.,Barney
13482,Correct! Why?,Ted
13483,Butterscotch is to Canadian women what chocolate is to American women.,Barney
13484,Correct! What is Robin's dream job?,Ted
13485,To become the most successful female TV journalist of all time.,Barney
13486,"Correct! And if she achieves that, will she truly be happy?",Ted
13487,"No! Robin's deep-seated need for attention can traced back to her father's emotional distance, and no amount of success will ever make up for what she truly needs, which is six simple words from her Dad: &quot;Robin, I'm proud of you, eh?&quot;",Barney
13488,Yes! But I guess you're right. You haven't learned anything. Sorry to have wasted your time.,Ted
13489,"&quot;Oh, Captain! My Captain!&quot;",Barney
13490,How good was Dead Poet's Society?,Ted
13491,"I know, right? The end? Tears.",Barney
13492,"(closing the book) Okay, can I just say that my deepest need in life not to have my father to say, &quot;I am proud of you, eh?&quot;",Robin
13493,So why are you crying now?,Marshall
13494,I'm not crying.,Robin
13495,"(hugging her) Oh, sweetie. Can I get you some butterscotch?",Lily
13496,"Oh, stop it.",Robin
13497,Wait a second. It says here that the class meets at 6:15 on Tuesday.,Robin
13498,So?,Lily
13499,That's right now.,Robin
13500,"Now, as you can see, well over 50% of the blankets have been dragged onto her side. Make no mistake. Robin Scherbatsky is a classic, textbook... cover hog. Any questions?",Ted
13501,"Yeah, I have one.",Robin
13502,"Yes, Robin?",Ted
13503,"(to barney) Flared nostril ridges. Wide, unblinking eyes. Uh-oh.",Ted
13504,"I got this. So, emperor penguins-- crazy, huh?",Barney
13505,What the hell do you two think you're doing?,Robin
13506,"Marshall, did you sells out?",Barney
13507,"I was vulnerable, I said good-bye to a very dear friend today.",Marshall
13508,"Dude, it's a barrel!",Robin
13509,Aw! You're giving Mabel away?,Ted
13510,I have so many questions. Why would you do this? What were you thinking? Who the hell is that guy? (showing a guy in the classroom).,Robin
13511,"Oh, that's Shin-Ya. He's sort of been auditing the class.",Ted
13512,&quot;Auditing&quot;?,Robin
13513,"Well, tried to explain to him it wasn't a real class, but I don't think he speaks much English.",Ted
13514,"On the bright side, he came in handy standing in for you during the role-playing exercises.",Barney
13515,Wait. You did role-playing exercises where I was played by Shin-Ya?,Robin
13516,"You know, I can't believe you, Ted. You actually think you're some kind of an expert on me?",Robin
13517,Hey! He is an expert. He's a great teacher!,Barney
13518,(sneezing): Kiss ass.,Lily
13519,"You know, half the stuff in this notebook is patently wrong.",Robin
13520,"Uh, really? Name one wrong thing.",Ted
13521,"&quot;Robin Scherbatsky's Surprising Erogenous Zones&quot;? Let me clear something up for you, Ted.",Robin
13522,Does lefty like that?,Ted
13523,(embarassed) Oh. Yeah...,Robin
13524,Don't wanna leave out the righty.,Ted
13525,"Oh, uh, no. Um, the right one's ticklish, I guess. But the left one, yeah, I'm glad you're back there. Because that is just some sweet, sweet lovin'.",Robin
13526,Noted.,Ted
13527,That was a lie?,Ted
13528,We had just started dating. I was being nice.,Robin
13529,"(to Barney) And you. You know, I got it into my head this week that you were cheating on me. I even broke open your briefcase to look for evidence.",Robin
13530,That is a huge violation of my privacy! Go on.,Barney
13531,"You know, in a way, I was right. You cheated. You can't get some crib sheet on dating me. That's not how it works. If we didn't figure out how to be with each other in a real, honest way, I don't see the point of even trying.",Robin
13532,What do you want?,Robin
13533,Look. All that stuff I told Barney... It was personal between you and me. I'm really sorry.,Ted
13534,I guess I'm impressed by how much you remembered.,Robin
13535,"It's funny. When you date someone, it's like you're taking one long course in who that person is and then, when you break up, all that stuff becomes useless. It's the emotional equivalent of an English degree. I guess I just liked the idea of putting all my Robin Scherbatsky knowledge to good use, you know?",Ted
13536,"Well, since you know me pretty well... am I fooling myself with this whole Barney thing?",Robin
13537,"I don't know. I will say this, though. I've seen Barney work very hard to get women. I've seen him work very hard to get rid of women. I've never seen him work this hard to keep one around. I was going to give him an A. Well, B+ -- Shin-Ya kind of screwed up the curve.</p><h",Ted
13538,"Hey. Before you say anything, I am done with this stupid Robin 101, okay? Here, I'll get rid of the notebook. (he throws it on the barrel) But there's... there's something that I did want to say to you. Robin, I have been with a lot of women, blondes, brunettes, redheads, big boobs, small",Barney
13539,You're an idiot.,Robin
13540,You know...,Robin
13541,Hmm?,Barney
13542,"That notebook, um, does contain a lot of personal info, and I think it has my home address.",Robin
13543,And your work address.,Barney
13544,Whoa.,Barney
13545,"Designed byChicago's Daniel Burnham in the beaux arts style, this architectural gem was the first of its kind...",Ted
13546,"Yes, Susan?",Ted
13547,"Right. That-That... was Daniel Burnham's wife. She was a troubled, troubled woman. We are moving on.</p>						</div>						<div class=""ads"">	<!-- Transcripts Topic Footer Links 2016 -->	<ins class=""adsbygoogle footer-links""		style=""display:block""		data-ad-client=""ca-pub-3808023418243141""		data-ad-slot=""3894118671""		data-ad-format=""link""></ins>	<script>		(adsbygoogle = window.adsbygoogle || []).push({});	</script></div><div class=""t-foot-links text-center clearfix"">	<div class=""row"">		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother DVD"" category=""dvd"">How I Met Your Mother DVDs</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Instant Video"" category=""amazon instant video"">How I Met Your Mother Instant Video</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Collectables"" category=""entertainment collectibles"">How I Met Your Mother Collectables</a> 		</div>	</div><!--	<div class=""row"">		<div>			<a rel=""nofollow"" target=""_blank"" href=""http://www.amazon.com/gp/video/offers/signup/?ref_=assoc_tag_ph_1463163012723&ie=UTF8&benefitID=seeso&camp=1789&creative=9325&linkCode=pf4&tag=foreverdreami-20&linkId=NOMGGYRW6YBLTZGH"">Join SEESO Free Trial</a>			<img src=""https://ir-na.amazon-adsystem.com/e/ir?t=foreverdreami-20&l=pf4&o=1"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />		</div>	</div> --></div>						<div class=""post-tools text-center clearfix"">							<div class=""gensmall pull-left"">															</div>													<div class=""social-links pull-right"">								<a title=""Share on Facebook"" href=""http://www.facebook.com/share.php?t=05x03+-+Robin+101&amp;u=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125314%23p125314"" onclick=""window.open(this.href);return false;""><i class=""fa fa-facebook fa-lg""></i></a> &nbsp;								<a title=""Share on Twitter"" href=""http://twitter.com/share?text=05x03+-+Robin+101&amp;url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125314%23p125314"" onclick=""window.open(this.href);return false;""><i class=""fa fa-twitter fa-lg""></i></a> &nbsp;								<a title=""Share on Tumblr"" href=""http://www.tumblr.com/share/link?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125314%23p125314&amp;name=05x03+-+Robin+101"" onclick=""window.open(this.href);return false;""><i class=""fa fa-tumblr fa-lg""></i></a> &nbsp;								<a title=""Share on Google+"" href=""https://plus.google.com/share?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125314%23p125314"" onclick=""window.open(this.href);return false;""><i class=""fa fa-google-plus fa-lg""></i></a>							</div>						</div>					</div>				</div>					</div>		</div>	</div>	<div class=""ads ads-topic topic-footer"">		<!-- Transcripts Footer Topic -->			<ins class=""adsbygoogle transcripts-footer-topic""				style=""display:block""				data-ad-client=""ca-pub-3808023418243141""				data-ad-slot=""3514849078""				data-ad-format=""auto""></ins>			<script>			(adsbygoogle = window.adsbygoogle || []).push({});			</script>	</div></div><div id=""pagefooter""></div><div class=""donate"">	<a href=""/donate/""><img src=""/styles/transcripts_default/theme/images/gumballs.gif"" alt=""Give Thanks"" width=""92"" height=""131"" /></a>	<p style=""text-align:center"">Gumballs 25 cents</p></div><br style=""clear:both"" /><p class=""breadcrumbs"" role=""navigation""><a rel=""nofollow"" href=""javascript:var handle=window.open('http://foreverdreaming.org/')"">F.D.</a><b> &#187; </b><a href=""./index.php?sid=5f42e8f97ef0b9cf1d76bccac9d217f8"">Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=47&amp;sid=5f42e8f97ef0b9cf1d76bccac9d217f8"">TV &amp; Movie Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=775&amp;sid=5f42e8f97ef0b9cf1d76bccac9d217f8"">H</a><b> &#187; </b><a href=""./viewforum.php?f=177&amp;sid=5f42e8f97ef0b9cf1d76bccac9d217f8"">How I Met Your Mother</a></p><br style=""clear:both"" /><div class=""clearfix"">		<div class=""pull-right""></div></div><br /></div>		<div id=""footer"">		<div id=""footer-top""><div class=""donate"">	<form action=""https://www.paypal.com/cgi-bin/webscr"" method=""post"" target=""_top"">		<input type=""hidden"" name=""cmd"" value=""_donations"" />		<input type=""hidden"" name=""business"" value=""webmaster@foreverdreaming.org"" />		<input type=""hidden"" name=""lc"" value=""US"" />		<input type=""hidden"" name=""item_name"" value=""Forever Dreaming"" />		<input type=""hidden"" name=""no_note"" value=""0"" />		<input type=""hidden"" name=""currency_code"" value=""USD"" />		<input type=""hidden"" name=""bn"" value=""PP-DonationsBF:btn_donate_LG.gif:NonHosted"" />		<input type=""image"" src=""https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif"" name=""submit"" alt=""PayPal - The safer, easier way to pay online!"" />		<img alt="""" border=""0"" src=""https://www.paypalobjects.com/en_US/i/scr/pixel.gif"" width=""1"" height=""1"" />	</form></",Ted
